time,id1,id2,amount
2016-11-02 11:49:49,61923,61959,24.51
2016-11-02 11:57:45,22914,2127,25.54
2016-11-02 11:56:31,66709,11782,34.0
2016-11-02 12:08:55,22165,35224,28.47
2016-11-02 11:30:00,48568,6281,22.22
2016-11-02 11:28:46,56700,15512,17.78
2016-11-02 11:41:03,58759,12289,1.44
2016-11-02 11:49:39,24785,5384,13.21
2016-11-02 11:37:36,77761,20519,32.21
2016-11-02 11:54:12,36969,3277,5.9
2016-11-02 09:55:44,50739,7812,19.56
2016-11-02 12:00:45,33322,6132,19.16
2016-11-02 11:38:28,32990,2646,16.81
2016-11-02 09:53:20,6133,12983,13.4
2016-11-02 09:56:04,62523,15611,16.13
2016-11-02 09:53:52,24145,69426,29.94
2016-11-02 12:03:06,29162,2077,23.52
2016-11-02 11:43:52,37430,17854,34.29
2016-11-02 11:45:37,8549,56,14.4
2016-11-02 12:01:47,34070,2811,15.99
2016-11-02 11:32:11,1338,65844,19.15
2016-11-02 09:59:39,46158,5588,18.57
2016-11-02 11:31:44,8643,642,25.43
2016-11-02 09:55:30,32007,72339,17.68
2016-11-02 11:52:52,14471,225,19.5
2016-11-02 12:07:18,73,27119,16.23
2016-11-02 11:29:29,12010,76515,18.85
2016-11-02 09:55:54,50712,7812,30.2
2016-11-02 11:54:59,50821,16762,21.41
2016-11-02 09:55:16,73229,40934,8.21
2016-11-02 11:32:32,18596,71112,17.99
2016-11-02 12:10:00,31040,38192,6.33
2016-11-02 09:56:39,48211,18048,12.62
2016-11-02 11:29:45,33022,2658,7.45
2016-11-02 11:43:41,66752,40825,28.11
2016-11-02 11:55:26,6785,7221,19.18
2016-11-02 11:41:53,56381,54037,16.35
2016-11-02 11:58:02,11846,10361,29.16
2016-11-02 11:31:14,33708,27319,33.22
2016-11-02 11:35:19,9362,66448,12.24
2016-11-02 11:58:17,78568,15454,33.3
2016-11-02 11:29:08,28624,56154,2.54
2016-11-02 12:08:05,47986,11087,28.23
2016-11-02 11:28:37,28684,6713,8.69
2016-11-02 11:36:58,60261,13473,16.26
2016-11-02 11:40:36,68465,76666,20.53
2016-11-02 11:37:49,43412,10022,15.24
2016-11-02 11:49:27,51148,51147,1.61
2016-11-02 09:50:54, 51172, 8006, 17.12
2016-11-02 11:29:10,75448,55801,13.14
2016-11-02 11:39:06,4080,377,36.32
2016-11-02 11:55:04,52176,8458,13.09
2016-11-02 11:48:51,41071,50766,16.75
2016-11-02 09:54:17,25814,5049,15.75
2016-11-02 11:50:35,2009,18653,14.22
2016-11-02 11:37:20,73406,41843,23.32
2016-11-02 11:28:57,29692,9787,21.78
2016-11-02 09:57:37,54385,39249,12.31
2016-11-02 09:50:34, 24911, 13012, 26.23
2016-11-02 11:57:32,58190,4847,13.72
2016-11-02 11:48:43,18330,516,20.87
2016-11-02 09:54:31,50586,7759,25.35
2016-11-02 09:55:08,36203,24169,19.27
2016-11-02 11:32:18,3370,18588,28.96
2016-11-02 11:44:39,62271,4837,36.07
2016-11-02 11:47:57,41541,2538,1.85
2016-11-02 11:59:32,67865,43573,12.76
2016-11-02 12:06:03,71908,35238,6.25
2016-11-02 11:32:50,4557,7728,34.52
2016-11-02 11:47:48,44106,5430,31.18
2016-11-02 12:08:54,80211,7827,31.75
2016-11-02 11:36:18,65768,8530,21.71
2016-11-02 11:55:55,45287,21363,25.68
2016-11-02 11:37:02,44105,22724,16.82
2016-11-02 11:48:16,56066,34637,3.82
2016-11-02 11:59:10,7329,41266,12.93
2016-11-02 11:51:49,70810,18281,28.19
2016-11-02 09:58:56,16428,18743,19.23
2016-11-02 11:53:45,52692,44640,14.84
2016-11-02 11:52:16,21940,63064,12.75
2016-11-02 12:06:31,43489,41040,28.63
2016-11-02 09:59:50,72120,33070,36.03
2016-11-02 09:52:45,26091,2629,16.31
2016-11-02 12:06:09,56991,11100,14.11
2016-11-02 11:43:26,60689,13811,19.98
2016-11-02 11:47:05,1981,31650,29.56
2016-11-02 12:09:35,28731,16716,29.75
2016-11-02 11:57:50,13747,17744,38.3
2016-11-02 11:50:26,28251,1924,19.33
2016-11-02 09:59:41,39101,4845,15.12
2016-11-02 11:48:46,62120,26487,15.18
2016-11-02 09:58:11,23210,1163,15.43
2016-11-02 11:30:47,61539,5387,19.66
2016-11-02 12:06:53,26273,9074,19.58
2016-11-02 11:38:03,74946,38358,28.02
2016-11-02 09:57:16,21613,2862,21.53
2016-11-02 11:56:50,15446,36657,16.7
2016-11-02 11:36:56,19776,63293,37.98
2016-11-02 11:55:24,57867,3447,20.84
2016-11-02 09:59:23,72963,71881,6.83
2016-11-02 11:54:57,58457,12090,5.84
2016-11-02 12:00:19,60037,13299,22.78
2016-11-02 11:40:25,10929,21888,19.51
2016-11-02 11:30:17,37827,8608,13.52
2016-11-02 11:51:32,67793,31186,30.61
2016-11-02 11:43:41,48265,74526,18.12
2016-11-02 12:11:00,68592,10176,17.72
2016-11-02 11:57:02,54130,600,23.36
2016-11-02 12:03:49,48446,27967,45.13
2016-11-02 11:51:56,46804,2431,17.48
2016-11-02 12:07:21,77607,41872,26.46
2016-11-02 11:47:24,44934,5316,43.88
2016-11-02 11:53:09,53825,9313,32.1
2016-11-02 09:55:34,46366,5635,19.25
2016-11-02 11:53:13,24324,5011,33.04
2016-11-02 11:38:03,41890,21028,16.98
2016-11-02 12:05:03,23339,50074,17.71
2016-11-02 12:04:24,23140,22587,22.27
2016-11-02 11:55:22,26037,1371,13.62
2016-11-02 09:51:29, 15931, 11124, 13.64
2016-11-02 11:53:34,41588,4736,17.12
2016-11-02 11:43:32,67804,23486,20.63
2016-11-02 09:50:43, 61564, 1692, 10.79
2016-11-02 12:04:37,80117,23263,17.16
2016-11-02 11:52:09,19923,3450,12.94
2016-11-02 12:02:46,63663,16898,14.42
2016-11-02 11:48:13,54632,9783,20.62
2016-11-02 11:29:37,56546,11782,5.3
2016-11-02 11:57:17,50542,7742,19.14
2016-11-02 09:54:14,25907,1553,14.42
2016-11-02 11:49:05,11620,26712,16.31
2016-11-02 11:41:38,20095,22850,23.12
2016-11-02 12:11:09,26008,9228,15.28
2016-11-02 11:57:11,56740,2367,16.35
2016-11-02 11:31:41,16777,120,19.91
2016-11-02 09:55:16,59865,11339,15.27
2016-11-02 11:46:49,37377,5196,18.18
2016-11-02 11:42:02,78014,77828,3.18
2016-11-02 09:58:54,21875,47972,27.49
2016-11-02 11:41:29,36092,3317,17.84
2016-11-02 11:32:00,74485,74486,29.39
2016-11-02 11:42:24,57843,9677,16.68
2016-11-02 12:00:52,61674,29971,34.67
2016-11-02 09:56:08,28972,70017,52.12
2016-11-02 11:43:33,32994,17826,21.97
2016-11-02 11:58:23,44810,20948,27.13
2016-11-02 11:37:15,75436,7891,26.81
2016-11-02 11:54:51,38075,3582,35.96
2016-11-02 11:36:35,77836,77478,30.47
2016-11-02 11:45:12,29193,8668,18.92
2016-11-02 09:55:38,71238,19232,16.91
2016-11-02 09:54:24,2112,19,20.06
2016-11-02 11:44:39,11185,39742,3.7
2016-11-02 11:42:25,2042,4626,26.78
2016-11-02 09:53:59,22672,47098,15.18
2016-11-02 11:38:49,77034,44190,9.61
2016-11-02 11:29:07,11481,12091,2.12
2016-11-02 11:48:16,60199,43461,22.32
2016-11-02 11:52:51,64562,18146,32.1
2016-11-02 11:59:41,63419,16706,14.27
2016-11-02 12:08:59,12671,16491,22.13
2016-11-02 11:41:21,62260,62258,14.09
2016-11-02 11:47:59,3136,36491,15.01
2016-11-02 11:56:48,78114,76388,26.02
2016-11-02 11:44:34,32699,2563,5.22
2016-11-02 11:31:11,28624,38457,25.69
2016-11-02 11:49:44,6267,18804,22.98
2016-11-02 12:04:31,4369,2439,4.27
2016-11-02 09:54:05,3256,13964,21.49
2016-11-02 11:30:02,68488,25075,24.05
2016-11-02 09:53:12,28089,18490,24.16
2016-11-02 11:31:11,56126,5168,34.64
2016-11-02 11:42:17,10089,641,16.79
2016-11-02 11:37:38,18287,4679,1.5
2016-11-02 11:42:43,22802,30472,10.64
2016-11-02 11:49:25,60843,13929,30.47
2016-11-02 12:09:41,27032,45156,12.14
2016-11-02 11:32:30,65738,19505,3.06
2016-11-02 11:39:28,31744,2481,32.78
2016-11-02 11:53:20,54680,75318,26.4
2016-11-02 11:32:42,50113,74740,15.87
2016-11-02 11:53:25,52710,24819,13.98
2016-11-02 12:06:31,68917,26185,26.79
2016-11-02 11:56:46,53650,73491,18.71
2016-11-02 12:09:09,20857,818,10.1
2016-11-02 11:32:40,46179,19514,23.5
2016-11-02 11:31:54,1007,2481,10.85
2016-11-02 12:01:06,14847,5871,14.34
2016-11-02 09:52:12,48994,6474,36.71
2016-11-02 11:30:47,43514,5031,32.52
2016-11-02 11:51:28,12931,24742,17.45
2016-11-02 11:50:36,68826,25832,11.44
2016-11-02 11:38:20,71509,33694,12.53
2016-11-02 11:38:50,55924,10441,7.62
2016-11-02 09:59:39,34086,46288,37.62
2016-11-02 12:09:36,26451,31486,9.24
2016-11-02 12:06:31,17340,8869,33.05
2016-11-02 12:03:48,72766,21130,25.8
2016-11-02 11:55:50,49823,7349,21.7
2016-11-02 12:04:23,34439,34456,27.83
2016-11-02 11:33:32,71849,34972,25.9
2016-11-02 12:08:25,68078,6513,24.12
2016-11-02 12:00:14,20840,7812,27.84
2016-11-02 09:57:31,39613,11477,16.48
2016-11-02 09:52:32,16591,15738,14.3
2016-11-02 11:57:50,32016,1779,20.87
2016-11-02 09:59:31,69022,18935,26.76
2016-11-02 11:51:19,59459,19880,24.44
2016-11-02 09:59:46,56219,51755,14.52
2016-11-02 11:58:39,39809,4673,28.48
2016-11-02 11:40:09,29157,7774,27.41
2016-11-02 11:42:48,67507,23042,32.98
2016-11-02 11:31:00,45785,5527,4.33
2016-11-02 09:53:50,37430,3389,20.49
2016-11-02 12:10:38,28517,4209,20.72
2016-11-02 11:42:03,70408,2297,9.17
2016-11-02 11:45:22,35239,5900,30.58
2016-11-02 11:36:33,4531,1425,23.53
2016-11-02 09:55:37,65773,25910,21.56
2016-11-02 11:58:09,6529,70503,35.83
2016-11-02 11:33:59,16627,13781,8.64
2016-11-02 11:39:30,55720,51790,14.78
2016-11-02 12:00:14,57693,1009,21.56
2016-11-02 11:37:19,52653,34515,20.42
2016-11-02 11:42:10,1500,1924,26.55
2016-11-02 11:28:51,48277,46569,15.11
2016-11-02 11:30:04,61179,14307,17.02
2016-11-02 12:08:19,64201,64692,9.36
2016-11-02 11:30:22,11459,37378,30.93
2016-11-02 11:36:28,15507,69037,18.34
2016-11-02 12:02:58,34477,15153,19.05
2016-11-02 11:36:05,69368,76526,36.57
2016-11-02 11:35:28,2666,1810,29.71
2016-11-02 12:04:08,71921,57959,22.85
2016-11-02 12:08:39,20511,11319,18.66
2016-11-02 11:44:44,61904,251,14.27
2016-11-02 12:06:04,34409,1859,41.16
2016-11-02 12:01:26,33033,2662,27.07
2016-11-02 09:53:22,49630,7109,26.46
2016-11-02 11:59:47,31656,22496,5.55
2016-11-02 12:01:54,12921,6364,13.96
2016-11-02 12:09:22,59540,42058,11.19
2016-11-02 09:55:51,44023,12086,12.96
2016-11-02 11:39:50,74805,77154,24.13
2016-11-02 12:09:50,28734,20729,12.67
2016-11-02 11:30:06,71822,34915,1.23
2016-11-02 11:33:19,30894,9592,30.9
2016-11-02 11:42:52,49162,10092,12.48
2016-11-02 11:40:54,10641,25072,25.14
2016-11-02 09:55:38,51629,44072,31.44
2016-11-02 09:54:46,49953,16866,20.19
2016-11-02 11:51:48,46373,46404,26.83
2016-11-02 11:44:55,24692,1369,5.86
2016-11-02 11:53:12,22092,9072,9.72
2016-11-02 09:55:13,17200,4675,19.7
2016-11-02 09:53:41,58084,4926,8.57
2016-11-02 09:54:28,27010,63902,14.96
2016-11-02 11:53:12,11167,4682,15.76
2016-11-02 12:07:10,57609,8579,29.05
2016-11-02 11:40:30,27951,46077,10.29
2016-11-02 11:46:13,72027,35729,26.26
2016-11-02 09:55:42,17422,416,8.23
2016-11-02 09:59:16,8771,29153,36.86
2016-11-02 11:43:13,68283,24559,19.18
2016-11-02 09:58:40,36284,10166,18.4
2016-11-02 09:53:42,4577,37450,5.64
2016-11-02 09:52:59,30503,45758,23.15
2016-11-02 11:36:00,53241,75145,29.6
2016-11-02 12:05:54,22823,1098,27.86
2016-11-02 11:32:44,38543,17404,4.1
2016-11-02 12:04:02,20133,8753,17.52
2016-11-02 12:10:27,1170,2470,40.36
2016-11-02 12:01:07,48382,6215,34.55
2016-11-02 09:51:07, 22862, 16197, 30.10
2016-11-02 12:01:19,20993,826,30.96
2016-11-02 11:32:37,8757,71273,9.28
2016-11-02 12:10:19,60011,13277,15.66
2016-11-02 11:56:20,33503,33482,21.85
2016-11-02 09:53:44,21290,42923,2.96
2016-11-02 12:10:39,64238,61341,9.28
2016-11-02 11:33:45,46024,20830,30.81
2016-11-02 11:50:18,20851,4926,30.01
2016-11-02 09:51:45, 57510, 1762, 33.00
2016-11-02 11:45:28,38432,1010,21.69
2016-11-02 11:28:51,77449,5850,10.84
2016-11-02 12:01:13,16901,6134,14.95
2016-11-02 11:29:50,68879,26005,20.41
2016-11-02 11:54:45,64763,26640,13.93
2016-11-02 12:06:32,20406,26506,18.3
2016-11-02 11:53:51,66317,78351,14.02
2016-11-02 12:08:45,15492,12359,24.75
2016-11-02 12:09:25,38675,374,28.69
2016-11-02 11:54:08,62454,4210,33.79
2016-11-02 12:09:28,15934,2292,7.0
2016-11-02 11:58:32,27335,1768,15.68
2016-11-02 12:08:33,15510,7122,21.0
2016-11-02 12:04:28,62209,43607,16.56
2016-11-02 11:33:28,56228,5161,11.12
2016-11-02 12:06:15,61646,1898,40.69
2016-11-02 09:57:28,52881,8851,16.9
2016-11-02 11:40:07,8212,7712,22.55
2016-11-02 09:59:16,70002,76782,19.51
2016-11-02 11:56:16,26602,11983,2.79
2016-11-02 11:31:54,9477,2322,34.73
2016-11-02 11:38:04,55160,72030,32.01
2016-11-02 12:01:48,73131,40680,38.61
2016-11-02 11:28:26,32021,5219,32.16
2016-11-02 11:55:06,11164,23021,9.46
2016-11-02 11:57:46,27394,1772,13.05
2016-11-02 12:09:06,12791,8184,25.57
2016-11-02 11:54:40,40230,33791,15.15
2016-11-02 11:47:23,63858,18101,18.25
2016-11-02 11:55:03,73204,10763,25.43
2016-11-02 12:05:04,21662,7812,31.73
2016-11-02 09:57:51,10298,99,21.97
2016-11-02 11:41:42,2996,220,13.6
2016-11-02 11:49:59,32450,16144,17.31
2016-11-02 12:07:18,4787,31318,17.01
2016-11-02 11:36:24,39280,44060,28.03
2016-11-02 11:48:26,41290,5184,21.17
2016-11-02 12:01:03,72988,73337,11.55
2016-11-02 11:30:55,65250,25409,26.62
2016-11-02 11:46:41,2562,8519,14.48
2016-11-02 11:52:57,77918,7142,39.81
2016-11-02 11:58:53,4458,41915,3.79
2016-11-02 12:11:01,49291,60549,30.47
2016-11-02 09:52:56,21053,21059,36.55
2016-11-02 12:04:18,33413,15508,18.78
2016-11-02 11:55:24,15249,31866,32.36
2016-11-02 11:54:53,10551,29137,31.26
2016-11-02 12:10:28,9356,71194,14.38
2016-11-02 12:09:31,5351,2519,20.53
2016-11-02 12:08:43,79989,12235,13.38
2016-11-02 09:50:44, 70977, 31932, 25.54
2016-11-02 12:04:02,25730,1215,12.57
2016-11-02 12:07:25,65069,61222,15.44
2016-11-02 12:02:45,70776,31331,14.94
2016-11-02 12:00:11,59614,12929,16.95
2016-11-02 12:10:57,67222,1021,29.58
2016-11-02 11:38:48,43119,4951,15.55
2016-11-02 11:42:14,35018,2933,10.45
2016-11-02 11:34:55,77399,5284,13.2
2016-11-02 11:51:47,32822,189,16.96
2016-11-02 11:41:28,61625,14874,16.12
2016-11-02 11:32:18,5601,8842,7.02
2016-11-02 09:53:06,14828,1736,30.06
2016-11-02 11:48:35,26940,1698,14.89
2016-11-02 12:05:10,15792,313,22.19
2016-11-02 12:10:30,44908,5839,18.29
2016-11-02 12:05:07,61465,11420,12.12
2016-11-02 09:55:53,51662,53673,37.9
2016-11-02 12:10:28,39739,7315,20.68
2016-11-02 11:48:03,21429,988,35.17
2016-11-02 11:46:10,72176,36439,23.05
2016-11-02 09:52:16,22162,1086,8.28
2016-11-02 12:03:23,5427,2840,14.58
2016-11-02 11:29:41,19488,651,19.13
2016-11-02 11:48:44,65058,18768,34.19
2016-11-02 12:02:10,50937,17089,7.55
2016-11-02 11:56:28,26038,4972,6.05
2016-11-02 09:58:57,31316,2481,27.38
2016-11-02 11:56:38,36166,9503,17.58
2016-11-02 09:49:48, 41576, 26610, 24.01
2016-11-02 12:08:52,40864,50015,28.82
2016-11-02 11:47:35,52788,8796,10.48
2016-11-02 11:34:41,68766,14064,5.19
2016-11-02 11:45:30,57969,57334,16.68
2016-11-02 12:10:26,49451,8261,23.17
2016-11-02 09:57:33,70622,30843,25.82
2016-11-02 11:59:14,64171,11959,21.61
2016-11-02 11:30:01,41925,4793,14.16
2016-11-02 12:00:26,36602,18789,23.68
2016-11-02 11:31:54,70320,56709,15.57
2016-11-02 11:43:59,47355,10965,40.02
2016-11-02 09:58:16,51729,14373,11.53
2016-11-02 12:06:42,22370,21833,17.77
2016-11-02 11:29:52,18241,18243,13.15
2016-11-02 11:42:08,43677,14966,27.75
2016-11-02 11:34:36,34731,28048,23.36
2016-11-02 11:57:45,62605,27672,25.18
2016-11-02 11:33:28,15817,18442,12.66
2016-11-02 09:49:40, 46327, 11747, 8.86
2016-11-02 11:35:41,60404,29955,23.82
2016-11-02 11:43:03,20026,38020,10.82
2016-11-02 11:50:27,42378,4844,31.33
2016-11-02 11:45:37,24837,12939,16.17
2016-11-02 11:34:37,51328,74880,24.83
2016-11-02 11:39:33,40948,6044,25.99
2016-11-02 12:00:41,14262,5936,28.91
2016-11-02 11:56:35,40278,216,4.64
2016-11-02 12:07:26,31956,39474,13.02
2016-11-02 11:39:04,67802,40,14.59
2016-11-02 11:44:11,5008,1863,13.84
2016-11-02 11:58:02,52946,8868,36.69
2016-11-02 11:53:17,5164,759,25.94
2016-11-02 09:57:17,16783,14651,23.78
2016-11-02 09:50:36, 4344, 4522, 28.85
2016-11-02 12:05:03,24146,1314,34.42
2016-11-02 11:59:16,31394,3868,3.14
2016-11-02 11:39:59,24205,11258,16.88
2016-11-02 11:51:22,6493,10089,36.9
2016-11-02 11:36:39,68247,25847,14.17
2016-11-02 11:56:55,76127,62433,32.44
2016-11-02 11:32:11,24402,1336,1.87
2016-11-02 12:08:52,21076,835,41.13
2016-11-02 12:03:53,73835,11361,11.76
2016-11-02 11:32:16,68450,16798,28.44
2016-11-02 11:57:34,15670,32735,21.75
2016-11-02 12:09:08,23852,10176,29.21
2016-11-02 09:51:17, 41350, 60564, 28.70
2016-11-02 11:37:24,22287,18526,6.1
2016-11-02 11:54:23,67838,3470,28.16
2016-11-02 09:58:31,34099,11224,13.61
2016-11-02 12:09:04,41678,78401,15.92
2016-11-02 09:52:32,65165,1672,28.36
2016-11-02 11:30:08,56672,10861,34.97
2016-11-02 09:59:06,1666,961,2.55
2016-11-02 12:05:16,4822,7658,19.31
2016-11-02 09:50:30, 15863, 318, 21.43
2016-11-02 12:10:58,13488,7617,22.75
2016-11-02 11:45:49,23940,15514,33.08
2016-11-02 09:53:51,48800,47777,23.81
2016-11-02 12:08:15,13928,39399,14.55
2016-11-02 12:02:48,36993,71590,18.26
2016-11-02 12:09:09,52177,32975,29.0
2016-11-02 11:48:08,11894,145,25.58
2016-11-02 11:40:01,66954,21710,19.14
2016-11-02 12:08:04,78847,40123,33.33
2016-11-02 11:36:12,71848,71179,18.1
2016-11-02 11:49:58,23771,13734,30.5
2016-11-02 11:42:59,9071,62,26.94
2016-11-02 11:29:41,73586,42839,1.51
2016-11-02 09:50:33, 67243, 1026, 29.58
2016-11-02 11:38:04,3542,46933,9.53
2016-11-02 11:49:53,77127,74470,19.32
2016-11-02 11:34:07,14658,9097,19.97
2016-11-02 11:44:37,66479,5172,20.57
2016-11-02 09:58:32,14525,14208,32.47
2016-11-02 11:55:07,64207,17578,29.67
2016-11-02 12:04:42,54806,796,31.24
2016-11-02 12:04:16,36449,6033,40.06
2016-11-02 11:54:51,3632,78294,16.06
2016-11-02 11:37:45,72283,36857,10.06
2016-11-02 12:06:01,16994,397,20.39
2016-11-02 12:01:45,57644,60580,10.21
2016-11-02 11:49:56,12605,70982,28.19
2016-11-02 11:56:30,7340,20647,21.51
2016-11-02 11:29:35,17699,517,16.33
2016-11-02 09:53:12,24271,10567,30.28
2016-11-02 11:39:39,75929,60271,18.27
2016-11-02 09:57:37,21052,2024,25.1
2016-11-02 11:38:41,78013,54455,19.84
2016-11-02 11:33:55,3701,11615,19.82
2016-11-02 11:55:22,12815,182,27.61
2016-11-02 11:58:33,43885,61307,19.26
2016-11-02 12:05:37,49319,29767,32.91
2016-11-02 11:49:28,34039,2811,24.91
2016-11-02 11:52:13,56096,10523,29.97
2016-11-02 12:03:58,3572,49683,18.91
2016-11-02 11:35:57,16684,16144,17.84
2016-11-02 11:45:54,41344,4710,15.2
2016-11-02 09:53:24,27109,7675,29.76
2016-11-02 11:32:28,47636,5952,30.9
2016-11-02 12:01:58,27963,22450,9.97
2016-11-02 11:42:40,51418,41298,16.88
2016-11-02 09:59:10,57770,11689,10.57
2016-11-02 11:48:15,43092,4972,24.27
2016-11-02 09:58:36,29211,27595,17.88
2016-11-02 12:09:51,70845,5715,13.79
2016-11-02 11:59:31,78845,4675,24.93
2016-11-02 11:33:47,77251,75948,27.15
2016-11-02 11:38:44,74522,4410,34.36
2016-11-02 11:44:29,7949,7923,13.34
2016-11-02 11:59:26,52571,15314,15.22
2016-11-02 11:57:52,25343,17662,7.78
2016-11-02 11:47:54,53864,9338,4.81
2016-11-02 11:51:27,17351,1728,31.0
2016-11-02 11:57:36,59355,12785,25.95
2016-11-02 12:01:43,23984,13048,13.22
2016-11-02 09:58:24,58375,12008,16.37
2016-11-02 11:28:29,51099,74859,21.67
2016-11-02 11:54:09,33922,8313,14.71
2016-11-02 11:32:51,8409,1543,22.84
2016-11-02 11:41:22,29290,38495,38.84
2016-11-02 09:59:25,22133,1706,29.28
2016-11-02 09:53:35,45201,56327,20.05
2016-11-02 12:06:58,5519,19,29.75
2016-11-02 11:32:06,67753,33659,6.96
2016-11-02 11:53:03,77334,77051,15.67
2016-11-02 12:09:23,9905,3406,9.88
2016-11-02 11:37:50,66250,4702,11.37
2016-11-02 11:53:45,5897,1901,22.13
2016-11-02 11:55:19,1516,58267,11.89
2016-11-02 11:31:43,13626,4746,12.86
2016-11-02 09:50:34, 2705, 33200, 23.21
2016-11-02 09:54:48,11025,14752,28.57
2016-11-02 11:28:28,44694,58811,17.45
2016-11-02 11:41:17,43967,5635,10.52
2016-11-02 09:50:03, 72310, 32056, 17.08
2016-11-02 11:50:00,5996,38701,37.22
2016-11-02 09:53:22,8150,47,36.31
2016-11-02 11:29:01,1484,1697,8.78
2016-11-02 11:44:41,68852,25875,42.98
2016-11-02 09:49:42, 11009, 15127, 12.10
2016-11-02 11:36:30,39120,4038,43.11
2016-11-02 09:57:01,64973,18723,19.86
2016-11-02 11:38:25,47188,8230,23.86
2016-11-02 12:11:01,3089,15087,18.45
2016-11-02 11:34:54,31736,2481,16.41
2016-11-02 11:30:06,3714,24957,2.0
2016-11-02 11:44:53,29128,29153,11.4
2016-11-02 12:07:36,54832,9915,19.92
2016-11-02 11:55:28,54188,19853,29.8
2016-11-02 09:58:18,76285,64023,11.37
2016-11-02 09:59:20,41747,4762,21.38
2016-11-02 11:46:51,50667,30462,22.31
2016-11-02 11:46:58,64555,18141,32.09
2016-11-02 11:46:03,17201,50259,23.89
2016-11-02 09:59:20,20477,8322,33.16
2016-11-02 12:10:21,9299,2476,26.36
2016-11-02 11:53:32,65435,13463,12.64
2016-11-02 12:03:33,10998,12170,12.94
2016-11-02 11:59:35,68154,24123,27.76
2016-11-02 11:39:44,37102,66109,21.87
2016-11-02 11:33:33,8894,34615,22.88
2016-11-02 12:10:05,67504,22817,23.44
2016-11-02 11:54:39,30536,10614,26.19
2016-11-02 11:43:36,55881,5818,18.49
2016-11-02 11:44:39,64356,17800,13.9
2016-11-02 11:55:34,40449,4595,12.02
2016-11-02 09:54:26,69003,1100,26.12
2016-11-02 11:29:35,51513,8235,17.44
2016-11-02 11:35:46,65601,19329,23.47
2016-11-02 11:53:20,65141,18864,21.95
2016-11-02 11:29:55,52309,68387,19.9
2016-11-02 09:49:31, 17364, 3606, 14.82
2016-11-02 11:39:59,28077,69720,12.97
2016-11-02 11:37:09,72094,36000,36.61
2016-11-02 11:40:47,1437,10277,11.95
2016-11-02 09:52:13,7756,7940,10.36
2016-11-02 09:51:44, 29370, 14098, 20.53
2016-11-02 09:49:50, 31921, 4214, 26.08
2016-11-02 09:57:40,19591,65811,23.3
2016-11-02 11:38:08,30137,35304,44.0
2016-11-02 09:52:03,19290,53247,19.56
2016-11-02 09:56:39,18872,32002,24.87
2016-11-02 09:56:17,60635,9842,14.91
2016-11-02 09:51:12, 53392, 54904, 23.50
