id1,id2
77011,77012
15208,265
49884,7428
57094,16731
44782,5289
2440,1630
34219,43638
12016,4755
11298,4619
2963,377
43823,5086
30171,3124
11634,15163
14265,4756
48307,18430
29471,37290
15087,62024
62299,15402
12502,1211
35543,10337
69297,26931
56248,10609
24786,5549
14761,10899
2762,33395
47828,9689
66501,20929
175,12523
42485,4853
22760,18386
34389,2842
56954,21723
44875,5299
30992,2455
26881,1691
20593,10844
19235,4230
28326,1925
32544,2550
61740,24832
1502,25596
45174,21680
1386,5840
25546,1490
39001,3984
10340,8578
21938,1668
61192,14307
10458,7728
10890,19127
24300,34210
16953,397
61374,22195
1115,5072
53481,15532
45645,21038
602,19191
1620,5342
40982,4686
2352,46
51370,74884
7669,3874
49408,6914
4962,1059
19169,602
42044,4802
25255,2995
47020,5801
65523,8118
97,10232
65788,19550
11672,6286
920,394
6077,4744
38020,3549
25544,36465
34931,2926
49793,7338
59550,14980
2062,29060
71319,33082
70155,29360
40835,20488
5799,9102
63528,16810
32306,2519
7800,809
26370,5884
60615,20160
24062,8607
16704,9995
50940,7880
73203,40857
677,1851
32728,2571
3823,34863
59057,38823
63079,36824
63807,17063
76126,62412
7307,13440
43325,4991
29498,3224
7281,34
29421,2136
13119,21257
67236,22233
519,8553
28373,13548
72456,37481
5306,5294
63217,16444
1521,1855
36974,3277
4738,5011
74569,48504
1960,1062
36297,10435
58838,29459
14768,1454
36494,36495
55812,10363
16873,381
11666,18048
53947,9421
19626,9626
44926,5312
40293,5541
39489,14651
4071,12451
66426,20740
1108,4894
60699,13819
34354,10838
8834,9287
71755,34596
27710,9977
7338,5219
42657,2485
9500,9320
5321,9531
16475,492
46309,5625
20175,4747
55493,10221
21662,36033
47581,5950
27608,1824
68517,25113
33853,18816
22838,7123
66237,34960
34252,36108
10080,6339
30401,52533
38651,3838
65633,19356
12585,175
14708,225
43226,7754
46413,9680
67071,21927
18247,7817
18647,51757
32392,49022
7487,8202
16022,1521
42160,4811
11747,12188
49518,7027
15210,26999
72151,36314
40665,4669
23364,5649
33626,15098
23403,11757
67623,23109
61057,14069
62889,16009
72029,21435
52026,22651
9813,10427
49051,49049
1132,2850
22170,67197
66245,20519
75989,60972
12130,49118
71878,35119
24624,46825
53029,53028
8826,3081
22868,11480
42892,15519
49144,7096
20672,4398
55789,10340
16277,7838
3311,24349
2803,24462
44730,5284
8319,2499
70756,31294
58548,12144
65111,18834
21383,864
34657,2881
22470,16214
4699,3194
39769,8248
61446,14675
42655,73546
33430,71414
16543,368
72508,70347
8769,11269
52861,8841
23045,1133
23943,10158
2892,14500
22563,16820
71448,76897
10575,11262
32472,3409
6900,34
25055,15002
67551,22923
4699,2863
50121,26417
24497,1348
27025,13444
65417,19119
5515,19
15698,5573
17863,25697
8542,56
37010,30044
28409,14844
5421,20640
2410,1170
51456,8217
47336,47333
18401,33285
11769,9677
72874,39382
31859,5380
17299,408
50697,7811
12272,6248
14119,4697
62643,15738
38128,9766
17937,16759
50817,7847
13927,5988
58011,11782
61664,14927
57591,60568
1118,1890
56328,10655
24249,4040
76868,71228
13967,12669
37559,5752
29654,2189
15660,26757
6925,23829
52094,8423
42395,73506
1007,7244
27914,10523
39055,4009
33922,2810
7710,4839
60310,13531
66747,21441
42102,17815
23229,2414
10202,2895
32243,2511
49453,6960
23724,14939
32028,25765
22543,8133
59507,12878
29262,2092
556,34
31527,4882
24360,1334
19692,677
33992,14822
8418,52
67997,28541
36058,49117
21379,3009
14987,9795
9312,1366
35450,11722
67309,22444
5280,5161
2450,10323
23003,26838
45002,5327
9806,5405
19756,7649
73070,40383
59161,12729
25452,1478
30220,2314
4683,4360
50317,7659
36369,27803
13777,29128
2386,30691
48710,6329
13183,19020
9167,2451
12079,29473
50862,7852
1542,4675
26282,15257
24696,10089
73479,77060
63547,16826
25704,4761
31905,28674
60221,13444
16459,725
18262,62044
75742,77230
1363,11991
46752,5715
2604,246
71895,35174
5048,34046
27471,49238
52009,28597
70592,30751
15264,19535
2593,400
8318,163
22747,14847
10096,14988
6161,32
73941,44486
52300,28448
71484,33620
13557,1118
45925,5549
12912,45759
29999,22760
23775,1271
22474,1049
3330,6209
67607,23068
43287,8439
5122,222
7964,5226
65480,76402
49,7740
28565,10323
15485,282
17462,33500
47627,5952
21643,9770
43278,4986
10781,1567
57230,11258
4555,15369
50073,9221
59996,40961
69284,26907
73361,41589
43785,27541
76775,69865
19439,5759
24782,11202
51202,15314
40171,73028
36961,17848
43880,19291
68147,24106
73870,44103
2838,2334
9449,8384
16077,2946
32596,2557
40654,5856
48835,74610
41305,4704
9227,13193
62523,15611
76262,63706
52981,8893
66863,21575
50942,8784
2514,5163
21698,23430
44885,5300
38887,3933
5358,45101
12406,944
24157,1315
56005,10478
19620,9831
16303,3100
23185,2481
62594,15677
52603,29557
22178,28114
32063,5431
5000,31832
16528,63251
18418,18469
45565,5471
33376,7523
6024,13741
16205,4675
26073,9567
4710,5900
27258,4125
63710,16959
74779,7840
36049,14020
4321,2482
12090,20042
1142,23119
26511,1630
7364,34
73326,41434
72712,73970
16734,22760
2873,8628
63580,16833
225,13987
24490,1348
69993,28894
5797,406
73852,44054
73238,40987
4972,23852
74779,74781
68128,58419
43621,5245
55069,10078
28371,12304
24915,1415
2562,5199
24244,1493
48304,38370
28087,19128
1631,26515
17367,11782
1183,9688
32156,2505
4632,377
5394,14
55615,10283
20766,12713
65203,22231
70377,30061
69399,30795
16706,34833
3956,14771
52500,8655
35917,10034
10195,1273
49155,22671
9411,3132
19953,11001
74620,49058
67021,76541
63453,16753
6395,7766
46204,5600
2216,8683
72729,38462
36203,5119
66188,20393
588,5958
57884,11736
9957,4802
11283,8833
16472,6168
17229,11361
7969,7844
55559,10268
76250,63662
28899,18768
21363,66701
42295,36811
7635,12121
31204,17898
34990,2933
6971,8529
2092,4664
52288,8518
24805,1382
53919,9391
2307,6188
15960,331
53439,9072
5090,22847
12049,1317
2813,13818
67337,22531
8164,40876
51071,7955
68969,26293
34633,26617
4538,5398
18006,498
67256,22313
76738,69268
9477,23413
8128,44468
23400,4480
20607,11262
56877,11029
62768,15882
37674,9341
70836,31540
44419,5218
6614,20236
32469,18717
76130,76131
21476,48141
59837,13137
34332,2836
16555,11547
865,6812
5025,3386
48416,6232
48087,6139
27768,15511
2110,6656
3029,15846
23005,2610
2417,46226
9429,63681
29221,29331
7595,4432
42577,33929
27676,1826
12695,177
43486,5028
17347,14817
16907,8340
62565,15647
46109,5579
38308,3690
55145,26487
13600,5900
39185,4066
63321,16559
36371,13647
28276,3122
29783,2216
68547,25220
33463,2769
5161,7794
71121,32470
44371,5210
31065,15095
74223,46388
44902,5307
8466,3125
24773,4153
7494,40
363,225
57542,11426
26359,1620
37864,3490
23321,21204
9391,4216
7868,6071
10307,5627
71067,32286
10415,55863
37175,36477
3541,377
66460,20836
21884,6697
35818,72052
57438,11361
30707,1093
24191,56789
21451,5291
25010,68465
12062,629
60176,13388
54053,9493
50336,74770
54382,9647
23643,1248
27669,2520
30483,26586
27851,1846
57678,11614
72391,76971
10533,56116
27426,1776
12210,4729
7679,13463
25493,1485
14853,1609
23861,7384
59,9020
36335,3122
9686,5053
10059,13242
42742,4893
2860,1782
54906,17578
59232,12785
45901,5548
69941,28704
54701,9826
61627,71379
53631,9196
28818,13486
52611,26503
32258,23208
24900,1411
12135,10941
7669,30657
68210,24291
17054,403
29487,2159
26945,24071
20995,12174
15926,1905
29899,14169
8550,13025
9241,2933
28696,5398
4688,33738
41149,5490
5010,3108
57724,11643
53712,9247
13116,192
6081,3434
59984,13256
28501,9412
8876,5740
55814,20627
66286,20597
49122,6602
15682,5077
62868,19406
32571,4675
8418,52
74024,45031
77227,77352
30903,24947
7400,49869
19792,699
73572,42780
65455,19164
50181,9167
1462,24765
25808,1523
38197,10656
18757,4808
30905,2435
30657,7669
38816,38044
8619,3774
61880,15014
47,1364
60331,13551
3208,36732
9977,16487
5122,9739
10663,49644
62356,15475
50168,7580
12627,2811
39242,4104
12884,185
70221,29559
50814,10451
52559,8679
15112,5631
71270,32875
3867,377
60097,18092
74824,50791
23029,5285
3402,377
27912,1855
15636,284
67669,5277
11665,55191
46120,27541
42560,4856
32749,2571
27810,14409
39684,4257
63865,17150
27506,1802
42118,4808
66556,21017
61960,15026
1560,413
595,18999
31458,15772
41688,28900
3212,21440
74064,45209
33433,11801
32734,67634
60864,13939
9491,74
73880,44145
4520,18987
48062,73158
55461,10200
50996,7907
68865,25933
44777,5289
16415,356
40,7605
17333,8228
72872,39360
1745,9229
76565,67234
18537,4432
7149,15553
9743,8799
16603,7828
32050,40800
14752,14236
30269,70438
68720,25650
46056,5573
45109,5364
46976,5779
6348,18484
27278,37309
28915,5062
13171,560
4767,9644
46177,9068
8993,14521
55184,12898
32973,2629
29250,17955
16804,4372
18325,19058
3120,46
72855,39231
61963,15026
2794,11372
60681,13800
75101,52877
70532,7576
30119,2290
46159,5588
17302,408
61069,14095
22250,30564
36624,3982
57365,11326
40168,53136
18162,498
2909,6070
1640,2490
13088,5157
8795,6281
73927,44395
20802,812
26160,68909
8048,9012
57376,28671
60558,13696
27476,11027
22673,4742
1594,5930
13533,2811
3341,9293
17875,546
71765,34656
6191,11614
44987,12134
37077,3314
3139,34757
42519,24123
9097,1444
2106,5611
62933,35074
35163,9875
76249,63662
74734,50074
8525,19636
5168,1509
5100,12011
54345,75282
29148,2076
1372,11083
2322,595
64717,18387
44466,5226
14677,5857
5594,3050
64932,18676
66444,20814
23146,19748
32006,5011
71432,33517
37790,40429
26737,69209
56512,10736
2258,25386
20485,6840
6249,48479
27178,56790
40840,4675
42579,42578
34315,11856
58282,75725
20877,818
26118,1577
58252,11909
14865,26159
24692,30247
11743,11177
27222,1751
40686,4669
38113,3597
7265,49712
3065,9171
72430,37370
6995,14800
42811,4899
77225,75720
17848,2142
3451,4179
47904,6089
19853,780
65144,18879
72462,37495
50014,7471
45561,5466
36645,26659
69010,26379
46,2577
13927,799
67787,23435
63571,16832
18014,498
58296,75728
61992,15057
10976,829
47097,8688
22452,2291
33223,71364
8474,18965
21898,959
55392,10161
2015,18390
28214,12220
918,21672
43475,5019
5704,46701
30611,27878
32028,25765
5806,2507
7757,22717
40350,4549
63781,17009
59538,12890
6991,34
45850,12172
15132,21017
38272,18696
30122,11199
6873,49347
3410,14668
15,2159
71861,35037
41106,4882
40777,8748
8450,8930
57630,75640
60655,13778
5080,8993
43876,13813
69804,32127
73776,69526
1426,11917
17774,9675
35941,47663
43062,4941
15063,16170
48232,6168
36837,10082
14232,14067
75901,59997
39090,18276
32749,2571
28150,8394
11645,29315
70484,30463
71222,32773
28677,17993
39472,5714
72313,36961
63595,16842
14177,225
67320,22482
16787,9897
57037,11125
52487,8926
40251,9982
29995,2531
60182,51316
8306,1962
38962,35241
29308,2096
40411,4570
62527,15611
57232,39433
40472,73083
44565,12530
53531,53530
34054,2811
35355,71946
53211,8991
20685,7840
7812,8858
43929,5105
3359,37265
30631,29193
26942,2505
57421,30044
8878,58
7055,9216
41169,4854
34818,2903
69398,27104
24505,1348
4408,13365
56456,10724
7680,904
695,15238
48137,12941
5698,5703
28832,50679
70456,30354
66049,52287
53852,55296
37922,9302
43579,5048
47391,10340
5875,18172
4107,25278
37008,11009
9099,5441
5149,546
76113,62238
73244,77043
32159,21861
635,5000
21427,871
15489,9082
59521,12883
44786,11383
2481,1699
23182,10170
37880,36843
52192,37306
64915,18653
10233,44522
56267,10621
63713,16963
50311,74769
16429,34257
5890,5320
29219,2090
52355,8558
3278,8808
34692,9207
49999,7468
68091,23997
59594,12907
2295,4872
10168,55398
70968,31916
41121,4697
40402,24239
73034,40195
5198,9385
51483,11804
18883,575
14372,4697
55372,24215
10804,22361
64489,17993
24439,9677
37579,72493
51853,8337
4398,40048
16898,55002
290,4899
6764,3076
28626,2031
65257,19018
4394,377
70441,30282
973,8673
8923,4821
63298,16550
52532,14307
75811,59039
7785,8258
13735,60610
54394,9653
55925,10441
20571,10890
72058,35880
62192,55690
5598,11310
45576,5476
23088,3450
32707,2565
70610,30795
53221,8993
69303,26957
4736,39148
42132,8434
69362,27089
5229,44491
16553,27408
30475,5994
48986,25192
3682,1635
3242,14763
9770,15902
35413,3000
1634,26565
18633,546
69970,28794
72380,37220
8228,41710
70854,31586
11725,10750
13942,48569
13592,11115
71425,33483
56374,16693
57725,17053
47051,5815
66712,21374
26471,17289
52088,75008
51402,54131
60811,13925
49346,6873
14389,225
10300,3086
30666,2386
1543,6089
41062,54473
26542,1632
18542,2087
72753,38638
29450,16770
32882,42176
62889,76180
65635,19358
5728,19031
39566,10900
13863,31450
47563,11232
48996,6481
4570,11371
72634,38184
24117,15575
2565,10117
23424,7706
62193,15226
34215,2818
58678,12231
70705,31127
59938,13236
32838,5850
8844,58
21430,6602
2352,4882
20983,826
4157,2862
55380,10159
18789,563
9309,18768
47688,15772
57876,11733
3250,4695
60710,13827
60364,13569
4644,2481
774,1254
41115,4697
16969,22405
74244,74245
20675,15575
31795,2481
27606,1824
6117,21518
73501,42369
10584,7588
44006,5121
50637,10077
11094,2838
15801,22689
28894,16094
24397,7543
65126,18847
46883,8623
74094,45443
49631,27638
39660,3672
13397,5202
5481,17
26535,14939
8828,26624
72652,38259
17625,61035
74594,48738
47633,5952
3484,12885
52235,8494
58113,11811
8799,13551
12285,2481
10389,745
49326,6853
56651,13167
19024,12979
52945,8868
30912,3212
25025,14972
13500,8741
75845,59539
4977,20452
66078,20186
6450,2481
74477,48002
63139,37203
66332,20655
5091,6225
65136,18851
25367,1475
17285,527
19288,31166
71830,34950
11230,16739
11241,16013
14405,15783
3116,3111
37344,3376
49381,34950
25994,10842
24748,29299
2811,34063
55660,31391
4899,1109
47491,5914
39121,16812
826,21003
3190,4038
51282,8079
59956,13244
37435,5187
25167,1440
46749,5715
28243,1916
48506,6261
26325,5653
5532,19780
3512,37936
66190,20398
7711,45219
32974,50750
39085,72828
8003,1477
77154,74805
9813,28611
61256,14418
1979,10296
37243,3354
70490,30483
49323,6849
3274,377
42914,4909
69821,28437
21427,1377
23038,1132
47623,5952
18419,523
38412,31501
65018,18762
37990,19057
53618,16555
19839,43712
5357,45077
62896,35847
699,5287
64320,32474
72967,40001
18827,10334
11251,13464
21513,48229
71867,35071
63563,76236
67657,63786
67526,22866
70659,76821
1011,394
54773,9349
59152,12713
17952,64460
47687,6168
14441,225
64045,17402
70207,29507
31981,2492
3212,699
27537,1809
44223,6199
35840,3057
68276,24540
12556,6086
4695,10735
60414,13597
76735,69252
76411,65562
13356,5884
16938,10941
36168,3095
39835,4317
31318,8039
75407,55271
7313,3303
15348,16071
58950,12534
4794,12450
19273,9439
37783,10446
9179,15057
6385,17929
21361,24647
47412,5900
11621,3022
27426,1776
27137,17268
2650,8730
19860,710
62589,15669
35338,12173
44281,15025
4255,3982
629,19337
77069,73607
39394,4153
16772,16465
49772,7338
10044,2455
2196,29667
6968,2515
53611,9182
62384,15515
4839,4209
47900,6089
55979,10462
6179,2780
15352,274
7208,4345
52009,8384
69673,27958
15520,283
70868,31640
36945,2485
6248,20619
5240,3284
31260,2481
72128,36178
31905,13135
29524,2173
19530,14579
71653,34236
14688,4762
18297,6199
7534,3807
76381,65181
58432,22584
58285,11934
26097,34058
31366,2481
5572,7789
58850,12383
54680,75318
3037,8269
599,15073
11083,10284
32898,8861
12836,4943
61420,41229
19731,10200
3596,2486
14333,225
23364,13461
26688,5874
48490,10096
1685,11430
429,9063
42883,4908
50159,7578
35113,3582
20036,725
75055,52526
2843,34395
43114,73646
34516,2860
63446,16741
7027,27805
76797,70327
13282,21018
55718,16267
60411,13596
38859,3916
1988,788
